sleepingplant,Chamaecrista,fasciculata,(Michx.)Greene,,,
fairywand,Chamaelirium,luteum,(L.)Gray,,,
richweed,Collinsonia,canadensis,L.,,,
whitemouth dayflower,Commelina,erecta,L.,,,
brittle bladderfern,Cystopteris,fragilis,(L.)Bernh.,,,
velvet panicum,Dichanthelium,scoparium,(Lam.)Gould,,,
wild yam,Dioscorea,villosa,L.,,,
Virginia wildrye,Elymus,virginicus,L.,,,
scouringrush horsetail,Equisetum,hyemale,L.,,,
blue huckleberry,Gaylussacia,frondosa,(L.)Torr.&GrayexTorr.,,,
harvestbells,Gentiana,saponaria,L.,,,
creeping mannagrass,Glyceria,acutiflora,Torr.,,,
rattlesnake mannagrass,Glyceria,canadensis,(Michx.)Trin.,,,
thinleaf sunflower,Helianthus,decapetalus,L.,,,
vanilla grass,Hierochloe,odorata,(L.)Beauv.,,,
bluntleaf waterleaf,Hydrophyllum,canadense,L.,,,
wood lily,Lilium,philadelphicum,L.,,,
brown widelip orchid,Liparis,liliifolia,(L.)L.C.Rich.exKer-Gawl.,,,
tufted loosestrife,Lysimachia,thyrsiflora,L.,,,
Indian cucumber,Medeola,virginiana,L.,,,
wild Job's tears,Onosmodium,virginianum,(L.)A.DC.,,,
mountain woodsorrel,Oxalis,montana,Raf.,,,
mayapple,Podophyllum,peltatum,L.,,,
bigtooth aspen,Populus,grandidentata,Michx.,,,
hoary mountainmint,Pycnanthemum,incanum,(L.)Michx.,,,
dwarf chinkapin oak,Quercus,prinoides,Willd.,,,
post oak,Quercus,stellata,Wangenh.,,,
sand blackberry,Rubus,cuneifolius,Pursh,,,
bloodroot,Sanguinaria,canadensis,L.,,,
oneseed burr cucumber,Sicyos,angulatus,L.,,,
cat greenbrier,Smilax,glauca,Walt.,,,
smooth carrionflower,Smilax,herbacea,L.,,,
New York aster,Symphyotrichum,novi-belgii,(L.)Nesom,,,
American basswood,Tilia,americana,L.,,,
perfoliate bellwort,Uvularia,perfoliata,L.,,,
hobblebush,Viburnum,lantanoides,Michx.,,,
yellow birch,Betula,populifolia,Marsh.,,,
cutleaf grapefern,Botrychium,dissectum,Spreng.,,,
cutleaf toothwort,Cardamine,concatenata,(Michx.)Sw.,,,
mapleleaf goosefoot,Chenopodium,simplex,(Torr.)Raf.,,,
sweet woodreed,Cinna,arundinacea,L.,,,
bulblet bladderfern,Cystopteris,bulbifera,(L.)Bernh.,,,
wild cucumber,Echinocystis,lobata,(Michx.)Torr.&Gray,,,
beechdrops,Epifagus,virginiana,(L.)W.Bart.,,,
downy milkpea,Galactia,volubilis,(L.)Britt.,,,
eastern teaberry,Gaultheria,procumbens,L.,,,
closed bottle gentian,Gentiana,andrewsii,Griseb.,,,
limber honeysuckle,Lonicera,dioica,L.,,,
ostrich fern,Matteuccia,struthiopteris,(L.)Todaro,,,
Indianpipe,Monotropa,uniflora,L.,,,
whorled wood aster,Oclemena,acuminata,(Michx.)Greene,,,
long beechfern,Phegopteris,connectilis,(Michx.)Watt,,,
American pokeweed,Phytolacca,americana,L.,,,
hairy Solomon's seal,Polygonatum,pubescens,(Willd.)Pursh,,,
rock polypody,Polypodium,virginianum,L.,,,
low spearwort,Ranunculus,pusillus,Poir.,,,
hairy skullcap,Scutellaria,elliptica,Muhl.exSpreng.,,,
American bladdernut,Staphylea,trifolia,L.,,,
red trillium,Trillium,erectum,L.,,,
Virginia chainfern,Woodwardia,virginica,(L.)Sm.,,,
blue cohosh,Caulophyllum,thalictroides,(L.)Michx.,,,
arrowhead rattlebox,Crotalaria,sagittalis,L.,,,
spinulose woodfern,Dryopteris,carthusiana,(Vill.)H.P.Fuchs,,,
strawberry bush,Euonymus,americana,L.,,,
showy orchid,Galearis,spectabilis,(L.)Raf.,,,
shining clubmoss,Huperzia,lucidula,(Michx.)Trevisan,,,
common moonseed,Menispermum,canadense,L.,,,
whip nutrush,Scleria,triglomerata,Michx.,,,
smooth hedgenettle,Stachys,tenuifolia,Willd.,,,
